Disease	Link	Source	MSHOld	MSH.Top	Gene	GeneScore	Rank	pval2	snp_id	pvalue	SNP.Trait.Cnt	snp.ld	r2	eqtl	rdb	Cat.rdb	eCat	AAEffect	AAScore	Gene.Trait.Cnt	OrphID	PPterm	Name	MSH	ensembl_id
Ocular albinism, type I, Nettleship-Falls type,  	OMIM:300500	OMIM	ocular albinism type 1	Eye Diseases	GPR143	6	1	0		NA	NA		NA						NA	NA	54	ocular albinism type 1		ocular albinism type 1	ENSG00000101850
Oculoauricular syndrome,  	OMIM:612109	OMIM	oculoauricular syndrome	Eye Diseases	HMX1	6	1	0		NA	NA		NA						NA	NA	157962	oculoauricular syndrome		oculoauricular syndrome	ENSG00000215612
Oculodentodigital dysplasia,  	OMIM:164200	OMIM	oculodentodigital dysplasia	Musculoskeletal Diseases	GJA1	6	1	0		NA	NA		NA						NA	NA	2710	oculodentodigital dysplasia		oculodentodigital dysplasia	ENSG00000152661
Oculodentodigital dysplasia, autosomal recessive,  	OMIM:257850	OMIM	oculodentodigital dysplasia, autosomal recessive	Musculoskeletal Diseases	GJA1	6	1	0		NA	NA		NA						NA	NA	2710	oculodentodigital dysplasia, autosomal recessive		oculodentodigital dysplasia, autosomal recessive	ENSG00000152661
Oculopharyngeal muscular dystrophy,  	OMIM:164300	OMIM	muscular dystrophy, oculopharyngeal	Musculoskeletal Diseases	PABPN1	6	1	0		NA	NA		NA						NA	NA	270	muscular dystrophy, oculopharyngeal	Muscular Dystrophy, Oculopharyngeal	Muscular Dystrophy, Oculopharyngeal	ENSG00000100836
Odontohypophosphatasia,  	OMIM:146300	OMIM	hypophosphatasia, adult	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	ALPL	6	1	0		NA	NA		NA						NA	NA	247676	hypophosphatasia, adult		hypophosphatasia, adult	ENSG00000162551
Odontohypophosphatasia,  	OMIM:146300	OMIM	hypophosphatasia, adult	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	ALPL	6	1	0		NA	NA		NA						NA	NA	247685	hypophosphatasia, adult		hypophosphatasia, adult	ENSG00000162551
Odontoonychodermal dysplasia,  	OMIM:257980	OMIM	odontoonychodermal dysplasia	Stomatognathic Diseases	WNT10A	6	1	0		NA	NA		NA						NA	NA	2721	odontoonychodermal dysplasia		odontoonychodermal dysplasia	ENSG00000135925
Oguchi disease-2,  	OMIM:613411	OMIM	oguchi disease	Eye Diseases	GRK1	6	1	0		NA	NA		NA						NA	NA	75382	oguchi disease		oguchi disease	ENSG00000185974
OI type II,  	OMIM:166210	OMIM	osteogenesis imperfecta, type 2a	Musculoskeletal Diseases	COL1A1	6	1	0		NA	NA		NA						NA	NA	216804	osteogenesis imperfecta, type 2a		osteogenesis imperfecta, type 2a	ENSG00000108821
OI type III,  	OMIM:259420	OMIM	osteogenesis imperfecta, type 3	Musculoskeletal Diseases	COL1A1	6	1	0		NA	NA		NA						NA	NA	216812	osteogenesis imperfecta, type 3		osteogenesis imperfecta, type 3	ENSG00000108821
OI type IV,  	OMIM:166220	OMIM	osteogenesis imperfecta, type 4	Musculoskeletal Diseases	COL1A1	6	1	0		NA	NA		NA						NA	NA	216820	osteogenesis imperfecta, type 4		osteogenesis imperfecta, type 4	ENSG00000108821
Oligodontia-colorectal cancer syndrome,  	OMIM:608615	OMIM	oligodontia-colorectal cancer syndrome	Neoplasms	AXIN2	6	1	0		NA	NA		NA						NA	NA	300576	oligodontia-colorectal cancer syndrome		oligodontia-colorectal cancer syndrome	ENSG00000168646
Omenn syndrome,  	OMIM:603554	OMIM	reticuloendotheliosis, familial, with eosinophilia	Hemic and Lymphatic Diseases	DCLRE1C	6	1	0		NA	NA		NA						NA	NA	39041	reticuloendotheliosis, familial, with eosinophilia		reticuloendotheliosis, familial, with eosinophilia	ENSG00000152457
Omenn syndrome,  	OMIM:603554	OMIM	reticuloendotheliosis, familial, with eosinophilia	Hemic and Lymphatic Diseases	RAG1	6	1	0		NA	NA		NA						NA	NA	39041	reticuloendotheliosis, familial, with eosinophilia		reticuloendotheliosis, familial, with eosinophilia	ENSG00000166349
Omenn syndrome,  	OMIM:603554	OMIM	reticuloendotheliosis, familial, with eosinophilia	Hemic and Lymphatic Diseases	RAG2	6	1	0		NA	NA		NA						NA	NA	39041	reticuloendotheliosis, familial, with eosinophilia		reticuloendotheliosis, familial, with eosinophilia	ENSG00000175097
Omodysplasia 1,  	OMIM:258315	OMIM	omodysplasia type 1	Musculoskeletal Diseases	GPC6	6	1	0		NA	NA		NA						NA	NA	93329	omodysplasia type 1		omodysplasia type 1	ENSG00000183098
Opitz-Kaveggia syndrome,  	OMIM:305450	OMIM	opitz-kaveggia syndrome	Digestive System Diseases	MED12	6	1	0		NA	NA		NA						NA	NA	93932	opitz-kaveggia syndrome		opitz-kaveggia syndrome	ENSG00000184634
Opitz GBBB syndrome, type I,  	OMIM:300000	OMIM	opitz gbbb syndrome, x-linked	Musculoskeletal Diseases	MID1	6	1	0		NA	NA		NA						NA	NA	306597	opitz gbbb syndrome, x-linked		opitz gbbb syndrome, x-linked	ENSG00000101871
Optic atrophy-7,  	OMIM:612989	OMIM	optic atrophy 7	Nervous System Diseases	TMEM126A	6	1	0		NA	NA		NA						NA	NA	227976	optic atrophy 7		optic atrophy 7	ENSG00000171202
Optic atrophy 1,  	OMIM:165500	OMIM	optic atrophy, autosomal dominant	Nervous System Diseases	OPA1	6	1	0		NA	NA		NA						NA	NA	98673	optic atrophy, autosomal dominant	Optic Atrophy, Autosomal Dominant	Optic Atrophy, Autosomal Dominant	ENSG00000198836
Optic atrophy 3 with cataract,  	OMIM:165300	OMIM	optic atrophy and cataract, autosomal dominant	Nervous System Diseases	OPA3	6	1	0		NA	NA		NA						NA	NA	67036	optic atrophy and cataract, autosomal dominant		optic atrophy and cataract, autosomal dominant	ENSG00000125741
Optic atrophy plus syndrome,  	OMIM:125250	OMIM	optic atrophy 1 and deafness	Otorhinolaryngologic Diseases	OPA1	6	1	0		NA	NA		NA						NA	NA	3212	optic atrophy 1 and deafness		optic atrophy 1 and deafness	ENSG00000198836
Optic nerve hypoplasia and abnormalities of the central nervous system,  	OMIM:206900	OMIM	microphthalmia, syndromic 3	Digestive System Diseases	SOX2	6	1	0		NA	NA		NA						NA	NA	77298	microphthalmia, syndromic 3		microphthalmia, syndromic 3	ENSG00000181449
Optic nerve hypoplasia,  	OMIM:165550	OMIM	optic nerve hypoplasia, bilateral	Nervous System Diseases	PAX6	6	1	0		NA	NA		NA						NA	NA	137902	optic nerve hypoplasia, bilateral		optic nerve hypoplasia, bilateral	ENSG00000007372
Oral-facial-digital syndrome 1,  	OMIM:311200	OMIM	orofaciodigital syndrome type1	Musculoskeletal Diseases	OFD1	6	1	0		NA	NA		NA						NA	NA	2750	orofaciodigital syndrome type1		orofaciodigital syndrome type1	ENSG00000046651
Orofacial cleft 10,  	OMIM:613705	OMIM	orofacial cleft 10	Musculoskeletal Diseases	SUMO1	6	1	0		NA	NA		NA						NA	NA	NA	orofacial cleft 10		orofacial cleft 10	ENSG00000116030
Orofacial cleft 11,  	OMIM:600625	OMIM	orofacial cleft 11	Musculoskeletal Diseases	BMP4	6	1	0		NA	NA		NA						NA	NA	NA	orofacial cleft 11		orofacial cleft 11	ENSG00000125378
Orofacial cleft 5,  	OMIM:608874	OMIM	orofacial cleft 5	Musculoskeletal Diseases	MSX1	6	1	0		NA	NA		NA						NA	NA	NA	orofacial cleft 5		orofacial cleft 5	ENSG00000163132
Orofacial cleft 7,  	OMIM:225060	OMIM	zlotogora-ogur syndrome	Musculoskeletal Diseases	PVRL1	6	1	0		NA	NA		NA						NA	NA	3253	zlotogora-ogur syndrome		zlotogora-ogur syndrome	ENSG00000110400
Orotic aciduria,  	OMIM:258900	OMIM	oroticaciduria 1	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	UMPS	6	1	0		NA	NA		NA						NA	NA	30	oroticaciduria 1		oroticaciduria 1	ENSG00000114491
Orthostatic intolerance,  	OMIM:604715	OMIM	orthostatic intolerance	Nervous System Diseases	SLC6A2	6	1	0		NA	NA		NA						NA	NA	NA	orthostatic intolerance	Orthostatic Intolerance	Orthostatic Intolerance	ENSG00000103546
Osseous heteroplasia, progressive,  	OMIM:166350	OMIM	osseous heteroplasia, progressive	Musculoskeletal Diseases	GNAS	6	1	0		NA	NA		NA						NA	NA	2762	osseous heteroplasia, progressive		osseous heteroplasia, progressive	ENSG00000087460
Ossification of posterior longitudinal ligament of spine,  	OMIM:602475	OMIM	ossification of the posterior longitudinal ligament of the spine	Musculoskeletal Diseases	ENPP1	6	1	0		NA	NA		NA						NA	NA	NA	ossification of the posterior longitudinal ligament of the spine		ossification of the posterior longitudinal ligament of the spine	ENSG00000197594
Osteoarthritis with mild chondrodysplasia,  	OMIM:604864	OMIM	osteoarthritis with mild chondrodysplasia	Musculoskeletal Diseases	COL2A1	6	1	0		NA	NA		NA						NA	NA	93279	osteoarthritis with mild chondrodysplasia		osteoarthritis with mild chondrodysplasia	ENSG00000139219
Osteogenesis imperfecta, type I,  	OMIM:166200	OMIM	osteogenesis imperfecta	Musculoskeletal Diseases	COL1A1	6	1	0		NA	NA		NA						NA	NA	216796	osteogenesis imperfecta	Osteogenesis Imperfecta	Osteogenesis Imperfecta	ENSG00000108821
Osteogenesis imperfecta, type II,  	OMIM:166210	OMIM	osteogenesis imperfecta, type 2a	Musculoskeletal Diseases	COL1A2	6	1	0		NA	NA		NA						NA	NA	216804	osteogenesis imperfecta, type 2a		osteogenesis imperfecta, type 2a	ENSG00000164692
Osteogenesis imperfecta, type III,  	OMIM:259420	OMIM	osteogenesis imperfecta, type 3	Musculoskeletal Diseases	COL1A2	6	1	0		NA	NA		NA						NA	NA	216812	osteogenesis imperfecta, type 3		osteogenesis imperfecta, type 3	ENSG00000164692
Osteogenesis imperfecta, type IV,  	OMIM:166220	OMIM	osteogenesis imperfecta, type 4	Musculoskeletal Diseases	COL1A2	6	1	0		NA	NA		NA						NA	NA	216820	osteogenesis imperfecta, type 4		osteogenesis imperfecta, type 4	ENSG00000164692
Osteogenesis imperfecta, type IX,  	OMIM:259440	OMIM	osteogenesis imperfecta, type ix	Musculoskeletal Diseases	PPIB	6	1	0		NA	NA		NA						NA	NA	216812	osteogenesis imperfecta, type ix		osteogenesis imperfecta, type ix	ENSG00000166794
Osteogenesis imperfecta, type IX,  	OMIM:259440	OMIM	osteogenesis imperfecta, type ix	Musculoskeletal Diseases	PPIB	6	1	0		NA	NA		NA						NA	NA	216820	osteogenesis imperfecta, type ix		osteogenesis imperfecta, type ix	ENSG00000166794
Osteogenesis imperfecta, type IX,  	OMIM:259440	OMIM	osteogenesis imperfecta, type ix	Musculoskeletal Diseases	PPIB	6	1	0		NA	NA		NA						NA	NA	216804	osteogenesis imperfecta, type ix		osteogenesis imperfecta, type ix	ENSG00000166794
Osteogenesis imperfecta, type V,  	OMIM:610967	OMIM	osteogenesis imperfecta, type 5	Musculoskeletal Diseases	IFITM5	6	1	0		NA	NA		NA						NA	NA	216828	osteogenesis imperfecta, type 5		osteogenesis imperfecta, type 5	ENSG00000206013
Osteogenesis imperfecta, type VII,  	OMIM:610682	OMIM	osteogenesis imperfecta, type 7	Musculoskeletal Diseases	CRTAP	6	1	0		NA	NA		NA						NA	NA	216820	osteogenesis imperfecta, type 7		osteogenesis imperfecta, type 7	ENSG00000170275
Osteogenesis imperfecta, type VII,  	OMIM:610682	OMIM	osteogenesis imperfecta, type 7	Musculoskeletal Diseases	CRTAP	6	1	0		NA	NA		NA						NA	NA	216804	osteogenesis imperfecta, type 7		osteogenesis imperfecta, type 7	ENSG00000170275
Osteogenesis imperfecta, type VII,  	OMIM:610682	OMIM	osteogenesis imperfecta, type 7	Musculoskeletal Diseases	CRTAP	6	1	0		NA	NA		NA						NA	NA	216812	osteogenesis imperfecta, type 7		osteogenesis imperfecta, type 7	ENSG00000170275
Osteogenesis imperfecta, type VIII,  	OMIM:610915	OMIM	osteogenesis imperfecta, type viii	Musculoskeletal Diseases	LEPRE1	6	1	0		NA	NA		NA						NA	NA	216804	osteogenesis imperfecta, type viii		osteogenesis imperfecta, type viii	ENSG00000117385
Osteogenesis imperfecta, type VIII,  	OMIM:610915	OMIM	osteogenesis imperfecta, type viii	Musculoskeletal Diseases	LEPRE1	6	1	0		NA	NA		NA						NA	NA	216812	osteogenesis imperfecta, type viii		osteogenesis imperfecta, type viii	ENSG00000117385
Osteoglophonic dysplasia,  	OMIM:166250	OMIM	osteoglophonic dwarfism	Musculoskeletal Diseases	FGFR1	6	1	0		NA	NA		NA						NA	NA	2645	osteoglophonic dwarfism		osteoglophonic dwarfism	ENSG00000077782
Osteolysis, familial expansile,  	OMIM:174810	OMIM	polyostotic osteolytic dysplasia, hereditary expansile	Musculoskeletal Diseases	TNFRSF11A	6	1	0		NA	NA		NA						NA	NA	85195	polyostotic osteolytic dysplasia, hereditary expansile		polyostotic osteolytic dysplasia, hereditary expansile	ENSG00000141655
Osteopathia striata with cranial sclerosis,  	OMIM:300373	OMIM	osteopathia striata cranial sclerosis	Musculoskeletal Diseases	AMER1	6	1	0		NA	NA		NA						NA	NA	2780	osteopathia striata cranial sclerosis		osteopathia striata cranial sclerosis	ENSG00000184675
Osteopetrosis, autosomal dominant 1,  	OMIM:607634	OMIM	osteopetrosis autosomal dominant type 1	Musculoskeletal Diseases	LRP5	6	1	0		NA	NA		NA						NA	NA	2783	osteopetrosis autosomal dominant type 1		osteopetrosis autosomal dominant type 1	ENSG00000162337
Osteopetrosis, autosomal dominant 2,  	OMIM:166600	OMIM	osteopetrosis	Musculoskeletal Diseases	CLCN7	6	1	0		NA	NA		NA						NA	NA	53	osteopetrosis	Osteopetrosis	Osteopetrosis	ENSG00000103249
Osteopetrosis, autosomal recessive 1,  	OMIM:259700	OMIM	osteopetrosis, autosomal recessive 1	Musculoskeletal Diseases	TCIRG1	6	1	0		NA	NA		NA						NA	NA	667	osteopetrosis, autosomal recessive 1		osteopetrosis, autosomal recessive 1	ENSG00000110719
Osteopetrosis, autosomal recessive 3, with renal tubular acidosis,  	OMIM:259730	OMIM	osteopetrosis with renal tubular acidosis	Musculoskeletal Diseases	CA2	6	1	0		NA	NA		NA						NA	NA	2785	osteopetrosis with renal tubular acidosis		osteopetrosis with renal tubular acidosis	ENSG00000104267
Osteopetrosis, autosomal recessive 5,  	OMIM:259720	OMIM	osteopetrosis, autosomal recessive 5	Musculoskeletal Diseases	OSTM1	6	1	0		NA	NA		NA						NA	NA	NA	osteopetrosis, autosomal recessive 5		osteopetrosis, autosomal recessive 5	ENSG00000081087
Osteopetrosis, autosomal recessive 6,  	OMIM:611497	OMIM	osteopetrosis, autosomal recessive 6	Musculoskeletal Diseases	PLEKHM1	6	1	0		NA	NA		NA						NA	NA	210110	osteopetrosis, autosomal recessive 6		osteopetrosis, autosomal recessive 6	ENSG00000225190
Osteopetrosis, autosomal recessive 7,  	OMIM:612301	OMIM	osteopetrosis, autosomal recessive 7	Musculoskeletal Diseases	TNFRSF11A	6	1	0		NA	NA		NA						NA	NA	178389	osteopetrosis, autosomal recessive 7		osteopetrosis, autosomal recessive 7	ENSG00000141655
Osteopoikilosis,  	OMIM:166700	OMIM	buschke-ollendorff syndrome	Musculoskeletal Diseases	LEMD3	6	1	0		NA	NA		NA						NA	NA	1306	buschke-ollendorff syndrome		buschke-ollendorff syndrome	ENSG00000174106
Osteopoikilosis,  	OMIM:166700	OMIM	buschke-ollendorff syndrome	Musculoskeletal Diseases	LEMD3	6	1	0		NA	NA		NA						NA	NA	166119	buschke-ollendorff syndrome		buschke-ollendorff syndrome	ENSG00000174106
Osteoporosis-pseudoglioma syndrome,  	OMIM:259770	OMIM	osteoporosis-pseudoglioma syndrome	Musculoskeletal Diseases	LRP5	6	1	0		NA	NA		NA						NA	NA	2788	osteoporosis-pseudoglioma syndrome		osteoporosis-pseudoglioma syndrome	ENSG00000162337
Osteosarcoma,  	OMIM:259500	OMIM	osteosarcoma	Neoplasms	TP53	6	1	0		NA	NA		NA						NA	NA	NA	osteosarcoma	Osteosarcoma	Osteosarcoma	ENSG00000141510
Osteosarcoma, somatic,  	OMIM:259500	OMIM	osteosarcoma	Neoplasms	CHEK2	6	1	0		NA	NA		NA						NA	NA	668	osteosarcoma	Osteosarcoma	Osteosarcoma	ENSG00000183765
Osteosarcoma, somatic,  	OMIM:259500	OMIM	osteosarcoma	Neoplasms	RB1	6	1	0		NA	NA		NA						NA	NA	NA	osteosarcoma	Osteosarcoma	Osteosarcoma	ENSG00000139687
Otofaciocervical syndrome,  	OMIM:166780	OMIM	otofaciocervical syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	EYA1	6	1	0		NA	NA		NA						NA	NA	2792	otofaciocervical syndrome		otofaciocervical syndrome	ENSG00000104313
Otopalatodigital syndrome, type I,  	OMIM:311300	OMIM	oto-palato-digital syndrome type 1	Musculoskeletal Diseases	FLNA	6	1	0		NA	NA		NA						NA	NA	90650	oto-palato-digital syndrome type 1		oto-palato-digital syndrome type 1	ENSG00000196924
Otopalatodigital syndrome, type II,  	OMIM:304120	OMIM	oto-palato-digital syndrome, type 2	Musculoskeletal Diseases	FLNA	6	1	0		NA	NA		NA						NA	NA	90652	oto-palato-digital syndrome, type 2		oto-palato-digital syndrome, type 2	ENSG00000196924
Ovarian hyperstimulation syndrome,  	OMIM:608115	OMIM	ovarian hyperstimulation syndrome	Female Urogenital Diseases and Pregnancy Complications	FSHR	6	1	0		NA	NA		NA						NA	NA	64739	ovarian hyperstimulation syndrome	Ovarian Hyperstimulation Syndrome	Ovarian Hyperstimulation Syndrome	ENSG00000170820
Pachyonychia congenita, Jadassohn-Lewandowsky type,  	OMIM:167200	OMIM	pachyonychia congenita	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	KRT16	6	1	0		NA	NA		NA						NA	NA	2309	pachyonychia congenita	Pachyonychia Congenita	Pachyonychia Congenita	ENSG00000186832
Pachyonychia congenita, Jadassohn-Lewandowsky type,  	OMIM:167200	OMIM	pachyonychia congenita	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	KRT6A	6	1	0		NA	NA		NA						NA	NA	2309	pachyonychia congenita	Pachyonychia Congenita	Pachyonychia Congenita	ENSG00000205420
Pallister-Hall syndrome,  	OMIM:146510	OMIM	pallister-hall syndrome	Neoplasms	GLI3	6	1	0		NA	NA		NA						NA	NA	672	pallister-hall syndrome	Pallister-Hall Syndrome	Pallister-Hall Syndrome	ENSG00000106571
Palmoplantar keratoderma, epidermolytic,  	OMIM:144200	OMIM	keratoderma, palmoplantar, epidermolytic	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	KRT1	6	1	0		NA	NA		NA						NA	NA	2199	keratoderma, palmoplantar, epidermolytic	Keratoderma, Palmoplantar, Epidermolytic	Keratoderma, Palmoplantar, Epidermolytic	ENSG00000167768
Palmoplantar keratoderma, nonepidermolytic,  	OMIM:600962	OMIM	palmoplantar keratoderma, nonepidermolytic	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	KRT1	6	1	0		NA	NA		NA						NA	NA	NA	palmoplantar keratoderma, nonepidermolytic		palmoplantar keratoderma, nonepidermolytic	ENSG00000167768
Pancreatic agenesis,  	OMIM:260370	OMIM	pancreatic agenesis, congenital	Digestive System Diseases	PDX1	6	1	0		NA	NA		NA						NA	NA	2805	pancreatic agenesis, congenital		pancreatic agenesis, congenital	ENSG00000139515
Pancreatic cancer/melanoma syndrome,  	OMIM:606719	OMIM	melanoma-pancreatic cancer syndrome	Neoplasms	CDKN2A	6	1	0		NA	NA		NA						NA	NA	51013	melanoma-pancreatic cancer syndrome		melanoma-pancreatic cancer syndrome	ENSG00000147889
Pancreatitis, hereditary,  	OMIM:167800	OMIM	hereditary pancreatitis	Digestive System Diseases	PRSS1	6	1	0		NA	NA		NA						NA	NA	676	hereditary pancreatitis		hereditary pancreatitis	ENSG00000204983
Pancreatitis, hereditary,  	OMIM:167800	OMIM	hereditary pancreatitis	Digestive System Diseases	SPINK1	6	1	0		NA	NA		NA						NA	NA	676	hereditary pancreatitis		hereditary pancreatitis	ENSG00000164266
Panhypopituitarism, X-linked,  	OMIM:312000	OMIM	panhypopituitarism x-linked	Nervous System Diseases	SOX3	6	1	0		NA	NA		NA						NA	NA	90695	panhypopituitarism x-linked		panhypopituitarism x-linked	ENSG00000134595
Papillon-Lefevre syndrome,  	OMIM:245000	OMIM	papillon-lefevre disease	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	CTSC	6	1	0		NA	NA		NA						NA	NA	678	papillon-lefevre disease	Papillon-Lefevre Disease	Papillon-Lefevre Disease	ENSG00000109861
Papillorenal syndrome,  	OMIM:120330	OMIM	papillorenal syndrome	Eye Diseases	PAX2	6	1	0		NA	NA		NA						NA	NA	1475	papillorenal syndrome		papillorenal syndrome	ENSG00000075891
Paraganglioma and gastric stromal sarcoma,  	OMIM:606864	OMIM	carney-stratakis syndrome	Neoplasms	SDHB	6	1	0		NA	NA		NA						NA	NA	97286	carney-stratakis syndrome		carney-stratakis syndrome	ENSG00000117118
Paraganglioma and gastric stromal sarcoma,  	OMIM:606864	OMIM	carney-stratakis syndrome	Neoplasms	SDHC	6	1	0		NA	NA		NA						NA	NA	97286	carney-stratakis syndrome		carney-stratakis syndrome	ENSG00000143252
Paraganglioma and gastric stromal sarcoma,  	OMIM:606864	OMIM	carney-stratakis syndrome	Neoplasms	SDHD	6	1	0		NA	NA		NA						NA	NA	97286	carney-stratakis syndrome		carney-stratakis syndrome	ENSG00000204370
Paragangliomas 3,  	OMIM:605373	OMIM	paraganglioma	Neoplasms	SDHC	6	1	0		NA	NA		NA						NA	NA	29072	paraganglioma	Paraganglioma	Paraganglioma	ENSG00000143252
Paramyotonia congenita,  	OMIM:168300	OMIM	paramyotonia congenita of von eulenburg	Musculoskeletal Diseases	SCN4A	6	1	0		NA	NA		NA						NA	NA	684	paramyotonia congenita of von eulenburg		paramyotonia congenita of von eulenburg	ENSG00000007314
